#,Event UUID,Title,Subtitle,Discipline,Competition,Stage,Group #,Time,Performance #,Ranked,Rank,Mark Total,Team,Team Rank,Team Mark,Code,Athlete #,External ID,Surname,Given Name,Representing,Date of Birth,Sex,Routine #,Mark,# Elements,Bonus,Penalty,Judge,∑,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,L,A
1,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,1,TRUE,5,98750,0,99,0,11,1,0,stevens,Jessica,USA,01/01/0001,,1,47200,10,0,0,E1,77,0,2,1,1,1,2,3,4,3,4,2,
551,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,2,56605,10,0,0,E1,76,1,2,2,3,3,2,3,2,1,3,2,
552,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,2,56605,10,0,0,E2,77,1,2,2,3,3,2,3,2,2,3,0,
553,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,2,56605,10,0,0,E3,78,1,2,2,3,3,2,2,2,1,3,1,
554,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,2,56605,10,0,0,E4,78,1,2,2,3,3,2,2,2,2,2,1,
555,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,2,56605,10,0,0,E5,79,2,1,1,2,3,2,3,2,1,3,1,
556,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,2,56605,10,0,0,E8,75,2,3,2,3,3,2,3,2,1,3,1,
557,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,2,56605,10,0,0,E∑,154,2,4,4,6,6,4,6,4,2,6,2,0
558,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,2,56605,10,0,0,T,16105,,,,,,,,,,,,
559,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,2,56605,10,0,0,D,156,0,,,,,,,,,,,
560,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,2,56605,10,0,0,H,950,950,0,,,,,,,,,,
561,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,1,TRUE,7,49220,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,49220,10,0,4,E1,55,5,5,5,3,3,5,4,4,4,4,3,
562,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,1,TRUE,7,49220,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,49220,10,0,4,E2,60,3,4,4,3,4,5,4,4,3,3,3,
563,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,1,TRUE,7,49220,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,49220,10,0,4,E3,62,4,4,4,3,3,4,4,3,3,4,2,
564,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,1,TRUE,7,49220,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,49220,10,0,4,E4,64,4,4,4,2,3,4,3,3,3,3,3,
565,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,1,TRUE,7,49220,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,49220,10,0,4,E5,60,4,4,5,3,3,4,3,3,4,4,3,
566,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,1,TRUE,7,49220,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,49220,10,0,4,E8,59,4,4,5,3,4,4,4,3,3,4,3,
567,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,1,TRUE,7,49220,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,49220,10,0,4,E∑,121,8,8,9,6,6,8,8,6,6,8,6,0
568,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,1,TRUE,7,49220,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,49220,10,0,4,T,15020,,,,,,,,,,,,
569,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,1,TRUE,7,49220,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,49220,10,0,4,D,134,0,,,,,,,,,,,
570,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,1,TRUE,7,49220,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,49220,10,0,4,H,910,910,0,,,,,,,,,,
571,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,2,TRUE,6,53070,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,53070,10,0,0,E1,67,1,2,1,2,2,3,3,3,2,4,10,
572,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,2,TRUE,6,53070,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,53070,10,0,0,E2,64,0,2,2,4,2,4,3,4,2,3,10,
573,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,2,TRUE,6,53070,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,53070,10,0,0,E3,67,1,2,3,2,2,3,3,2,2,3,10,
574,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,2,TRUE,6,53070,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,53070,10,0,0,E4,65,1,3,3,2,2,3,3,3,2,3,10,
575,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,2,TRUE,6,53070,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,53070,10,0,0,E5,61,2,2,2,3,3,4,3,4,2,4,10,
576,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,2,TRUE,6,53070,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,53070,10,0,0,E8,59,2,2,3,3,3,4,4,3,3,4,10,
577,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,2,TRUE,6,53070,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,53070,10,0,0,E∑,130,2,4,5,5,4,7,6,6,4,7,20,0
578,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,2,TRUE,6,53070,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,53070,10,0,0,T,14970,,,,,,,,,,,,
579,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,2,TRUE,6,53070,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,53070,10,0,0,D,160,0,,,,,,,,,,,
580,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,2,TRUE,6,53070,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,53070,10,0,0,H,910,910,0,,,,,,,,,,
581,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,3,TRUE,1,57440,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,57440,10,0,0,E1,78,2,1,3,2,2,2,2,2,3,2,1,
582,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,3,TRUE,1,57440,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,57440,10,0,0,E2,81,0,1,3,2,2,2,3,2,2,2,0,
583,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,3,TRUE,1,57440,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,57440,10,0,0,E3,82,1,1,2,2,2,2,2,1,2,3,0,
584,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,3,TRUE,1,57440,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,57440,10,0,0,E4,76,1,2,3,2,2,2,3,3,3,2,1,
585,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,3,TRUE,1,57440,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,57440,10,0,0,E5,79,1,1,2,3,2,2,3,2,2,2,1,
586,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,3,TRUE,1,57440,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,57440,10,0,0,E8,77,1,1,3,2,3,2,3,2,3,3,0,
587,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,3,TRUE,1,57440,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,57440,10,0,0,E∑,158,2,2,6,4,4,4,6,4,5,4,1,0
588,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,3,TRUE,1,57440,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,57440,10,0,0,T,16340,,,,,,,,,,,,
589,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,3,TRUE,1,57440,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,57440,10,0,0,D,156,0,,,,,,,,,,,
590,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,3,TRUE,1,57440,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,57440,10,0,0,H,970,970,0,,,,,,,,,,
591,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,4,TRUE,8,6385,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,6385,1,0,0,E1,8,2,,,,,,,,,,,
592,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,4,TRUE,8,6385,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,6385,1,0,0,E2,9,1,,,,,,,,,,,
593,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,4,TRUE,8,6385,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,6385,1,0,0,E3,9,1,,,,,,,,,,,
594,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,4,TRUE,8,6385,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,6385,1,0,0,E4,8,2,,,,,,,,,,,
595,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,4,TRUE,8,6385,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,6385,1,0,0,E5,8,2,,,,,,,,,,,
596,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,4,TRUE,8,6385,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,6385,1,0,0,E8,8,2,,,,,,,,,,,
597,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,4,TRUE,8,6385,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,6385,1,0,0,E∑,16,4,0,0,0,0,0,0,0,0,0,0,0
598,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,4,TRUE,8,6385,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,6385,1,0,0,T,1785,,,,,,,,,,,,
599,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,4,TRUE,8,6385,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,6385,1,0,0,D,20,0,,,,,,,,,,,
600,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,4,TRUE,8,6385,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,6385,1,0,0,H,100,100,0,,,,,,,,,,
601,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,5,TRUE,5,55215,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,55215,10,0,0,E1,73,2,4,3,3,3,2,2,2,2,2,2,
602,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,5,TRUE,5,55215,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,55215,10,0,0,E2,75,1,3,3,4,2,2,3,2,2,2,1,
603,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,5,TRUE,5,55215,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,55215,10,0,0,E3,80,1,3,2,2,2,1,2,2,1,2,2,
604,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,5,TRUE,5,55215,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,55215,10,0,0,E4,75,2,4,3,2,2,2,2,2,2,2,2,
605,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,5,TRUE,5,55215,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,55215,10,0,0,E5,77,1,3,3,3,4,2,2,1,1,2,1,
606,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,5,TRUE,5,55215,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,55215,10,0,0,E8,75,1,4,3,2,2,3,2,2,2,3,1,
607,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,5,TRUE,5,55215,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,55215,10,0,0,E∑,153,2,7,6,5,4,4,4,4,4,4,3,0
608,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,5,TRUE,5,55215,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,55215,10,0,0,T,15915,,,,,,,,,,,,
609,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,5,TRUE,5,55215,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,55215,10,0,0,D,152,0,,,,,,,,,,,
610,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,5,TRUE,5,55215,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,55215,10,0,0,H,880,880,0,,,,,,,,,,
611,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,6,TRUE,4,57125,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,57125,10,0,0,E1,74,2,3,2,2,3,3,2,2,3,3,1,
612,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,6,TRUE,4,57125,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,57125,10,0,0,E2,75,1,2,2,3,3,3,3,2,3,3,0,
613,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,6,TRUE,4,57125,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,57125,10,0,0,E3,79,1,2,2,2,2,3,2,2,2,3,0,
614,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,6,TRUE,4,57125,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,57125,10,0,0,E4,81,1,2,2,2,2,2,2,2,2,2,0,
615,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,6,TRUE,4,57125,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,57125,10,0,0,E5,76,1,2,2,2,3,3,3,2,3,3,0,
616,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,6,TRUE,4,57125,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,57125,10,0,0,E8,75,1,2,2,3,3,3,3,2,3,3,0,
617,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,6,TRUE,4,57125,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,57125,10,0,0,E∑,153,2,4,4,4,6,6,5,4,6,6,0,0
618,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,6,TRUE,4,57125,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,57125,10,0,0,T,16025,,,,,,,,,,,,
619,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,6,TRUE,4,57125,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,57125,10,0,0,D,162,0,,,,,,,,,,,
620,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,6,TRUE,4,57125,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,57125,10,0,0,H,960,960,0,,,,,,,,,,
621,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,7,TRUE,3,57160,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,57160,10,0,0,E1,73,2,3,3,3,3,4,2,2,2,3,0,
622,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,7,TRUE,3,57160,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,57160,10,0,0,E2,77,1,2,2,3,3,4,2,3,1,2,0,
623,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,7,TRUE,3,57160,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,57160,10,0,0,E3,77,1,3,2,3,3,3,3,2,1,2,0,
624,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,7,TRUE,3,57160,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,57160,10,0,0,E4,79,1,2,2,2,3,3,2,2,2,2,0,
625,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,7,TRUE,3,57160,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,57160,10,0,0,E5,78,1,2,2,2,3,3,3,2,1,3,0,
626,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,7,TRUE,3,57160,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,57160,10,0,0,E8,76,1,3,3,3,2,3,3,2,1,3,0,
627,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,7,TRUE,3,57160,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,57160,10,0,0,E∑,155,2,5,4,6,6,6,5,4,2,5,0,0
628,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,7,TRUE,3,57160,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,57160,10,0,0,T,15660,,,,,,,,,,,,
629,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Final,1,,7,TRUE,3,57160,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,57160,10,0,0,D,162,0,,,,,,,,,,,
